id,name,emission,lat_source,lon_source,region,new_forest,new_area_radius
447748,Csepel power station,246486.26,47.428,19.0525,Budapest,33397.27980198705,10.310521001684982
447534,Kelenföldi Erőmű power station,154920.0,47.4624,19.0563,Budapest,20990.649080901443,8.174063322403141
717648,North Buda power station,81760.0,47.5642,19.0378,Budapest,11077.946481116072,5.93819828193214
447535,Kispesti Erőmű power station,79928.0,47.4568,19.1673,Budapest,10829.722435697719,5.871292631021712
447536,Újpesti power station,79117.0,47.554,19.1023,Budapest,10719.837227818742,5.8414297632478185
