,country,subnational1,lat,lon,umd_tree_cover_density_2000__threshold,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,umd_tree_cover_extent_2000__ha
2203,Egypt,Dumyat,31.4113331,31.7557072,50,1382,-355,770
2204,Egypt,Dumyat,31.4113331,31.7557072,75,104,-7,28
2205,Egypt,Janub Sina',28.6449564,33.8711313,30,308,-308,0
2206,Egypt,Janub Sina',28.6449564,33.8711313,50,308,-308,0
2207,Egypt,Janub Sina',28.6449564,33.8711313,75,308,-308,0
2208,Egypt,Kafr ash Shaykh,31.3814765,30.8513566,30,123611,-117485,59005
2209,Egypt,Kafr ash Shaykh,31.3814765,30.8513566,50,7622,-4689,4502
2210,Egypt,Kafr ash Shaykh,31.3814765,30.8513566,75,339,552,210
2211,Egypt,Matrouh,29.7876385,27.427041,30,44,-42,0
2212,Egypt,Matrouh,29.7876385,27.427041,50,44,-42,0
2213,Egypt,Matrouh,29.7876385,27.427041,75,43,-42,0
2214,Egypt,Qina,26.2408267,32.9084243,30,117,-87,217
2215,Egypt,Qina,26.2408267,32.9084243,50,27,-3,43
2216,Egypt,Qina,26.2408267,32.9084243,75,2,-2,2
2217,Egypt,Shamal Sina',30.5042803,33.591006,30,0,0,0
2218,Egypt,Shamal Sina',30.5042803,33.591006,50,0,0,0
2219,Egypt,Shamal Sina',30.5042803,33.591006,75,0,0,0
2220,Egypt,Suhaj,26.7624628,32.0909936,30,8,8,15
2221,Egypt,Suhaj,26.7624628,32.0909936,50,2,0,3
2222,Egypt,Suhaj,26.7624628,32.0909936,75,0,0,0
2223,El Salvador,Ahuachapán,13.8634993,-89.9273861,30,335177,-251458,63161
2224,El Salvador,Ahuachapán,13.8634993,-89.9273861,50,291363,-211981,54932
2225,El Salvador,Ahuachapán,13.8634993,-89.9273861,75,211112,-147413,39673
2226,El Salvador,Cabañas,13.8832915,-88.7383096,30,274325,-183938,53507
2227,El Salvador,Cabañas,13.8832915,-88.7383096,50,189912,-109175,37750
2228,El Salvador,Cabañas,13.8832915,-88.7383096,75,63612,-25480,12528
2229,El Salvador,Chalatenango,14.1765311,-89.0932963,30,465101,-328916,96229
2230,El Salvador,Chalatenango,14.1765311,-89.0932963,50,334705,-212481,71287
2231,El Salvador,Chalatenango,14.1765311,-89.0932963,75,151575,-85939,32060
2232,El Salvador,Cuscatlán,13.8586903,-89.0632592,30,224958,-169233,40058
2233,El Salvador,Cuscatlán,13.8586903,-89.0632592,50,177078,-125397,31787
2234,El Salvador,Cuscatlán,13.8586903,-89.0632592,75,92518,-57659,16644
2235,El Salvador,La Libertad,13.7449622,-89.3610819,30,485522,-375932,88143
2236,El Salvador,La Libertad,13.7449622,-89.3610819,50,407003,-303688,74164
2237,El Salvador,La Libertad,13.7449622,-89.3610819,75,279256,-206674,50605
2238,El Salvador,La Libertad,13.7449622,-89.3610819,30,866139,-778713,227422
2239,El Salvador,La Libertad,13.7449622,-89.3610819,50,634587,-554254,170170
2240,El Salvador,La Libertad,13.7449622,-89.3610819,75,365680,-303443,101058
2241,El Salvador,La Paz,13.4669767,-88.9850622,30,15274899,-6915372,7137111
2242,El Salvador,La Paz,13.4669767,-88.9850622,50,14371322,-6094615,6941324
2243,El Salvador,La Paz,13.4669767,-88.9850622,75,12941534,-4944507,6601001
2244,El Salvador,La Paz,13.4669767,-88.9850622,30,227180,-174571,44016
2245,El Salvador,La Paz,13.4669767,-88.9850622,50,203300,-153892,38640
2246,El Salvador,La Paz,13.4669767,-88.9850622,75,142991,-111888,23701
2247,El Salvador,La Paz,13.4669767,-88.9850622,30,848015,-604479,153083
2248,El Salvador,La Paz,13.4669767,-88.9850622,50,672569,-446720,121319
2249,El Salvador,La Paz,13.4669767,-88.9850622,75,427953,-248502,78144
2250,El Salvador,La Unión,13.5326319,-87.902582,30,343328,-208264,83617
2251,El Salvador,La Unión,13.5326319,-87.902582,50,269294,-151001,65365
2252,El Salvador,La Unión,13.5326319,-87.902582,75,147522,-74827,35548
2253,El Salvador,Morazán,13.7726176,-88.0951973,30,400092,-299359,74695
2254,El Salvador,Morazán,13.7726176,-88.0951973,50,317290,-228351,59161
2255,El Salvador,Morazán,13.7726176,-88.0951973,75,146316,-92185,27338
2256,El Salvador,San Miguel,13.4803899,-88.17722,30,410623,-254588,94838
2257,El Salvador,San Miguel,13.4803899,-88.17722,50,330375,-190366,76499
2258,El Salvador,San Miguel,13.4803899,-88.17722,75,186752,-84940,43649
2259,El Salvador,San Salvador,13.697629,-89.191156,30,222240,-172743,39105
2260,El Salvador,San Salvador,13.697629,-89.191156,50,183293,-136787,32234
2261,El Salvador,San Salvador,13.697629,-89.191156,75,118033,-84269,20362
2262,El Salvador,San Vicente,13.5274936,-88.7396986,30,211956,-90037,49843
2263,El Salvador,San Vicente,13.5274936,-88.7396986,50,164169,-51566,39424
2264,El Salvador,San Vicente,13.5274936,-88.7396986,75,73894,-5461,17596
2265,El Salvador,Santa Ana,13.9721087,-89.5605303,30,492011,-288794,97954
2266,El Salvador,Santa Ana,13.9721087,-89.5605303,50,386012,-193721,76104
2267,El Salvador,Santa Ana,13.9721087,-89.5605303,75,260632,-104278,50085
2268,El Salvador,Sonsonate,13.7115105,-89.6605842,30,386593,-281999,61555
2269,El Salvador,Sonsonate,13.7115105,-89.6605842,50,328530,-227955,51613
2270,El Salvador,Sonsonate,13.7115105,-89.6605842,75,219091,-137826,32593
2271,El Salvador,Usulután,13.4324703,-88.5398358,30,463860,-257850,102099
2272,El Salvador,Usulután,13.4324703,-88.5398358,50,424637,-226994,92763
2273,El Salvador,Usulután,13.4324703,-88.5398358,75,328395,-154358,68398
2274,Equatorial Guinea,Annobón,-1.434384,5.6374236,30,0,0,0
2275,Equatorial Guinea,Annobón,-1.434384,5.6374236,50,0,0,0
2276,Equatorial Guinea,Annobón,-1.434384,5.6374236,75,0,0,0
2277,Equatorial Guinea,Bioko Norte,3.6484594,8.7851155,30,185730,-65022,56504
2278,Equatorial Guinea,Bioko Norte,3.6484594,8.7851155,50,179551,-59899,55301
2279,Equatorial Guinea,Bioko Norte,3.6484594,8.7851155,75,122233,-29651,41133
2280,Equatorial Guinea,Bioko Sur,3.4245254,8.6646092,30,553894,-475549,125722
2281,Equatorial Guinea,Bioko Sur,3.4245254,8.6646092,50,513939,-438216,118439
2282,Equatorial Guinea,Bioko Sur,3.4245254,8.6646092,75,236643,-190180,60268
2283,Equatorial Guinea,Centro Sur,1.3969966,10.4538528,30,2661911,-1511458,839217
2284,Equatorial Guinea,Centro Sur,1.3969966,10.4538528,50,2652094,-1506557,837887
2285,Equatorial Guinea,Centro Sur,1.3969966,10.4538528,75,2585958,-1498419,824443
2286,Equatorial Guinea,Kié-Ntem,2.0579266,10.9855916,30,1319566,-355098,343448
2287,Equatorial Guinea,Kié-Ntem,2.0579266,10.9855916,50,1285769,-347777,339492
2288,Equatorial Guinea,Kié-Ntem,2.0579266,10.9855916,75,1018785,-321981,293102
2289,Equatorial Guinea,Litoral,1.6026374,9.841569,30,2423991,-1442964,701858
2290,Equatorial Guinea,Litoral,1.6026374,9.841569,50,2386620,-1421070,696311
2291,Equatorial Guinea,Litoral,1.6026374,9.841569,75,2226197,-1404258,661881
2292,Equatorial Guinea,Wele-Nzas,1.4648719,11.131676,30,1955663,-1017007,587851
2293,Equatorial Guinea,Wele-Nzas,1.4648719,11.131676,50,1941318,-1010770,585957
2294,Equatorial Guinea,Wele-Nzas,1.4648719,11.131676,75,1825263,-1011700,566797
2295,Eritrea,Anseba,16.5000101,37.5000048,30,1498,-1497,0
2296,Eritrea,Anseba,16.5000101,37.5000048,50,1498,-1497,0
2297,Eritrea,Anseba,16.5000101,37.5000048,75,1498,-1497,0
2298,Eritrea,Debub,14.9099667,38.8150692,30,4257,-4257,0
2299,Eritrea,Debub,14.9099667,38.8150692,50,4257,-4256,0
2300,Eritrea,Debub,14.9099667,38.8150692,75,4257,-4256,0
2301,Eritrea,Debubawi Keyih Bahri,13.75,41.5,30,6642,-6609,0
2302,Eritrea,Debubawi Keyih Bahri,13.75,41.5,50,6642,-6609,0
2303,Eritrea,Debubawi Keyih Bahri,13.75,41.5,75,6642,-6609,0
2304,Eritrea,Gash Barka,15.25,37.5,30,15939,-15855,3
2305,Eritrea,Gash Barka,15.25,37.5,50,15939,-15857,2
2306,Eritrea,Gash Barka,15.25,37.5,75,15939,-15873,2
2307,Eritrea,Maekel,15.333333,38.916667,30,1000,-998,0
2308,Eritrea,Maekel,15.333333,38.916667,50,998,-996,0
2309,Eritrea,Maekel,15.333333,38.916667,75,998,-996,0
2310,Eritrea,Semenawi Keyih Bahri,16.0,39.0,30,15749,-15725,2
2311,Eritrea,Semenawi Keyih Bahri,16.0,39.0,50,15743,-15719,0
2312,Eritrea,Semenawi Keyih Bahri,16.0,39.0,75,15743,-15719,0
2313,Estonia,Harju,58.7442954,22.6276191,30,1841762,-1160445,282983
2314,Estonia,Harju,58.7442954,22.6276191,50,1725136,-1050513,264480
2315,Estonia,Harju,58.7442954,22.6276191,75,1390588,-753830,214336
2316,Estonia,Hiiu,59.3830236,24.6703848,30,488740,-288894,78081
2317,Estonia,Hiiu,59.3830236,24.6703848,50,466768,-268786,74108
2318,Estonia,Hiiu,59.3830236,24.6703848,75,384732,-200273,61017
2319,Estonia,Ida-Viru,59.171337,27.3079166,30,1438097,-670026,224097
2320,Estonia,Ida-Viru,59.171337,27.3079166,50,1332345,-569980,207537
2321,Estonia,Ida-Viru,59.171337,27.3079166,75,1075033,-356380,168081
2322,Estonia,Järva,58.4133357,24.647735,30,871740,-422227,145085
2323,Estonia,Järva,58.4133357,24.647735,50,823037,-375518,137457
2324,Estonia,Järva,58.4133357,24.647735,75,647418,-228708,109423
2325,Estonia,Jõgeva,58.7634819,26.399928,30,841870,-328739,147505
2326,Estonia,Jõgeva,58.7634819,26.399928,50,800591,-289066,140112
2327,Estonia,Jõgeva,58.7634819,26.399928,75,649692,-166394,113721
2328,Estonia,Lääne,58.674124,25.8106102,30,921782,-640287,150578
2329,Estonia,Lääne,58.674124,25.8106102,50,838179,-559251,137574
2330,Estonia,Lääne,58.674124,25.8106102,75,641975,-382959,105810
2331,Estonia,Lääne-Viru,59.4075666,26.309987,30,1158232,-495337,198764
2332,Estonia,Lääne-Viru,59.4075666,26.309987,50,1110422,-450232,190228
2333,Estonia,Lääne-Viru,59.4075666,26.309987,75,929283,-305231,159475
2334,Estonia,Peipsi,58.5183616,27.2378864,30,17759,-16961,3200
2335,Estonia,Peipsi,58.5183616,27.2378864,50,14951,-14170,2566
2336,Estonia,Peipsi,58.5183616,27.2378864,75,9187,-8650,1425
2337,Estonia,Pärnu,58.3870833,24.502831,30,1894276,-1043200,301262
2338,Estonia,Pärnu,58.3870833,24.502831,50,1745380,-902710,276965
2339,Estonia,Pärnu,58.3870833,24.502831,75,1381752,-598114,219027
2340,Estonia,Põlva,58.0536163,27.0582568,30,782642,-267212,121634
2341,Estonia,Põlva,58.0536163,27.0582568,50,719960,-209846,111276
2342,Estonia,Põlva,58.0536163,27.0582568,75,533436,-74449,81842
2343,Estonia,Rapla,59.0056905,24.794397,30,1196853,-575906,187897
2344,Estonia,Rapla,59.0056905,24.794397,50,1120355,-502085,176143
2345,Estonia,Rapla,59.0056905,24.794397,75,916768,-326037,144914
2346,Estonia,Saare,59.0075346,23.5956682,30,1369615,-935925,194915
2347,Estonia,Saare,59.0075346,23.5956682,50,1285769,-857699,181417
2348,Estonia,Saare,59.0075346,23.5956682,75,971701,-590714,136713
2349,Estonia,Tartu,58.3779528,26.7290023,30,874190,-445825,146184
2350,Estonia,Tartu,58.3779528,26.7290023,50,806335,-381253,133643
2351,Estonia,Tartu,58.3779528,26.7290023,75,631953,-234134,102567
2352,Estonia,Valga,57.777034,26.0315628,30,749084,-296301,125101
2353,Estonia,Valga,57.777034,26.0315628,50,715916,-265633,119228
2354,Estonia,Valga,57.777034,26.0315628,75,565577,-148960,94412
2355,Estonia,Viljandi,58.36454,25.5878074,30,1154068,-570464,195411
2356,Estonia,Viljandi,58.36454,25.5878074,50,1086175,-505705,184258
2357,Estonia,Viljandi,58.36454,25.5878074,75,847787,-317271,143255
2358,Estonia,Võru,,,30,828308,-293234,136722
2359,Estonia,Võru,,,50,780854,-250082,128472
2360,Estonia,Võru,,,75,616299,-132131,100952
2361,Ethiopia,Addis Abeba,9.0358287,38.7524127,30,9761,1283,747
2362,Ethiopia,Addis Abeba,9.0358287,38.7524127,50,7574,-113,301
2363,Ethiopia,Addis Abeba,9.0358287,38.7524127,75,6539,-1835,47
2364,Ethiopia,Afar,11.7108206,41.0330866,30,8233,-7849,427
2365,Ethiopia,Afar,11.7108206,41.0330866,50,7255,-6970,5
2366,Ethiopia,Afar,11.7108206,41.0330866,75,7252,-6970,3
2367,Ethiopia,Amhara,11.5,38.5,30,1314547,-1007505,122285
2368,Ethiopia,Amhara,11.5,38.5,50,826034,-566871,7119
2369,Ethiopia,Amhara,11.5,38.5,75,784320,-538905,336
2370,Ethiopia,Benshangul-Gumaz,10.3778251,35.5084442,30,7925011,-6765465,2087814
2371,Ethiopia,Benshangul-Gumaz,10.3778251,35.5084442,50,964338,-722681,186028
2372,Ethiopia,Benshangul-Gumaz,10.3778251,35.5084442,75,296498,-241343,985
2373,Ethiopia,Dire Dawa,9.591323,41.8566341,30,1386,-1385,2
2374,Ethiopia,Dire Dawa,9.591323,41.8566341,50,1377,-1376,0
2375,Ethiopia,Dire Dawa,9.591323,41.8566341,75,1377,-1376,0
2376,Ethiopia,Gambela Peoples,,,30,3028398,-2465094,1207197
2377,Ethiopia,Gambela Peoples,,,50,1846257,-1367215,777372
2378,Ethiopia,Gambela Peoples,,,75,670950,-391995,232966
2379,Ethiopia,Harari People,9.3128887,42.1071088,30,1338,-1331,1
2380,Ethiopia,Harari People,9.3128887,42.1071088,50,1335,-1332,0
2381,Ethiopia,Harari People,9.3128887,42.1071088,75,1335,-1333,0
2382,Ethiopia,Oromia,7.6721644,40.0299727,30,18279552,-12572306,5289667
2383,Ethiopia,Oromia,7.6721644,40.0299727,50,7768300,-3632123,2613240
2384,Ethiopia,Oromia,7.6721644,40.0299727,75,2587747,-4684,1024586
2385,Ethiopia,Somali,7.2629844,43.5360531,30,11523,-9500,712
2386,Ethiopia,Somali,7.2629844,43.5360531,50,10252,-9478,76
2387,Ethiopia,Somali,7.2629844,43.5360531,75,10173,-10044,3
2388,Ethiopia,"Southern Nations, Nationalities",,,30,11292622,-8075485,3326715
2389,Ethiopia,"Southern Nations, Nationalities",,,50,5824627,-3223550,1839901
2390,Ethiopia,"Southern Nations, Nationalities",,,75,2174658,-590733,780709
2391,Ethiopia,Tigray,13.881273,39.127495,30,120842,-113445,4772
2392,Ethiopia,Tigray,13.881273,39.127495,50,99186,-93259,1679
2393,Ethiopia,Tigray,13.881273,39.127495,75,89535,-85540,224
2394,Faroe Islands,Eysturoyar,62.1988704,-6.8178451,30,0,0,0
2395,Faroe Islands,Eysturoyar,62.1988704,-6.8178451,50,0,0,0
2396,Faroe Islands,Eysturoyar,62.1988704,-6.8178451,75,0,0,0
2397,Faroe Islands,Norderørne,,,30,0,0,0
2398,Faroe Islands,Norderørne,,,50,0,0,0
2399,Faroe Islands,Norderørne,,,75,0,0,0
2400,Faroe Islands,Sandoyar,61.8333877,-6.7239899,30,0,0,0
2401,Faroe Islands,Sandoyar,61.8333877,-6.7239899,50,0,0,0
2402,Faroe Islands,Sandoyar,61.8333877,-6.7239899,75,0,0,0
2403,Faroe Islands,Streymoyar,62.1237192,-7.0158828,30,0,0,0
2404,Faroe Islands,Streymoyar,62.1237192,-7.0158828,50,0,0,0
2405,Faroe Islands,Streymoyar,62.1237192,-7.0158828,75,0,0,0
2406,Faroe Islands,Suðuroyar,61.5210652,-6.8141866,30,0,0,0
2407,Faroe Islands,Suðuroyar,61.5210652,-6.8141866,50,0,0,0
2408,Faroe Islands,Suðuroyar,61.5210652,-6.8141866,75,0,0,0
2409,Faroe Islands,Vågø,62.0898985,-7.2345841,30,0,0,0
2410,Faroe Islands,Vågø,62.0898985,-7.2345841,50,0,0,0
2411,Faroe Islands,Vågø,62.0898985,-7.2345841,75,0,0,0
2412,Fiji,Central,-17.9338436,178.412103,30,18805,-17663,4184
2413,Fiji,Central,-17.9338436,178.412103,50,4010,-3501,141
2414,Fiji,Central,-17.9338436,178.412103,75,3610,-3524,5
2415,Fiji,Central,-17.9338436,178.412103,30,1685610,-1564217,420186
2416,Fiji,Central,-17.9338436,178.412103,50,1584548,-1465693,402314
2417,Fiji,Central,-17.9338436,178.412103,75,1445104,-1331983,376003
2418,Fiji,Central,-17.9338436,178.412103,30,5231700,-167875,750595
2419,Fiji,Central,-17.9338436,178.412103,50,3357357,182991,465307
2420,Fiji,Central,-17.9338436,178.412103,75,472347,62146,18025
2421,Fiji,Central,-17.9338436,178.412103,30,4192611,-3765965,1160588
2422,Fiji,Central,-17.9338436,178.412103,50,3481695,-3123775,987702
2423,Fiji,Central,-17.9338436,178.412103,75,1327181,-1135990,448751
2424,Fiji,Central,-17.9338436,178.412103,30,5228223,-3252554,2663684
2425,Fiji,Central,-17.9338436,178.412103,50,5025644,-3058486,2605597
2426,Fiji,Central,-17.9338436,178.412103,75,4594461,-2679008,2475829
2427,Fiji,Central,-17.9338436,178.412103,30,475523,-387323,65704
2428,Fiji,Central,-17.9338436,178.412103,50,308279,-232094,43880
2429,Fiji,Central,-17.9338436,178.412103,75,156982,-105925,21650
2430,Fiji,Central,-17.9338436,178.412103,30,264593,-171759,60108
2431,Fiji,Central,-17.9338436,178.412103,50,260254,-167703,59328
2432,Fiji,Central,-17.9338436,178.412103,75,247011,-156760,56855
2433,Fiji,Central,-17.9338436,178.412103,30,5540593,-900420,2086299
2434,Fiji,Central,-17.9338436,178.412103,50,849445,-208603,169780
2435,Fiji,Central,-17.9338436,178.412103,75,452214,-274285,453
2436,Fiji,Eastern,-18.970617,-179.0584415,30,502730,-434329,95132
2437,Fiji,Eastern,-18.970617,-179.0584415,50,481493,-414275,91269
2438,Fiji,Eastern,-18.970617,-179.0584415,75,429907,-370325,81525
2439,Fiji,Eastern,-18.970617,-179.0584415,30,8697015,-2359920,974459
2440,Fiji,Eastern,-18.970617,-179.0584415,50,4656505,-998463,537965
2441,Fiji,Eastern,-18.970617,-179.0584415,75,601602,-119994,28736
2442,Fiji,Eastern,-18.970617,-179.0584415,30,5956381,5616691,1457229
2443,Fiji,Eastern,-18.970617,-179.0584415,50,5339928,5733721,1280878
2444,Fiji,Eastern,-18.970617,-179.0584415,75,600492,908936,166813
2445,Fiji,Eastern,-18.970617,-179.0584415,30,3139198,-2149401,882747
2446,Fiji,Eastern,-18.970617,-179.0584415,50,179468,-90195,33154
2447,Fiji,Eastern,-18.970617,-179.0584415,75,71683,-55363,147
2448,Fiji,Northern,-16.4038897,179.04897,30,2880987,-2403151,540047
2449,Fiji,Northern,-16.4038897,179.04897,50,2630046,-2177470,495215
2450,Fiji,Northern,-16.4038897,179.04897,75,2378032,-1962428,446362
2451,Fiji,Northern,-16.4038897,179.04897,30,32471,-27639,407
2452,Fiji,Northern,-16.4038897,179.04897,50,32223,-30825,53
2453,Fiji,Northern,-16.4038897,179.04897,75,32191,-31269,3
2454,Fiji,Northern,-16.4038897,179.04897,30,11021657,2876332,2434926
2455,Fiji,Northern,-16.4038897,179.04897,50,5200724,2981469,1014675
2456,Fiji,Northern,-16.4038897,179.04897,75,1373152,-461750,41492
2457,Fiji,Northern,-16.4038897,179.04897,30,0,0,0
2458,Fiji,Northern,-16.4038897,179.04897,50,0,0,0
2459,Fiji,Northern,-16.4038897,179.04897,75,0,0,0
2460,Fiji,Northern,-16.4038897,179.04897,30,6910550,-2911191,3283320
2461,Fiji,Northern,-16.4038897,179.04897,50,1844192,-764932,711402
2462,Fiji,Northern,-16.4038897,179.04897,75,514879,-224588,2161
2463,Fiji,Rotuma,-12.4994758,177.0394456,30,0,0,0
2464,Fiji,Rotuma,-12.4994758,177.0394456,50,0,0,0
2465,Fiji,Rotuma,-12.4994758,177.0394456,75,0,0,0
2466,Fiji,Western,-17.7493989,177.4529413,30,2617653,-2077173,501198
2467,Fiji,Western,-17.7493989,177.4529413,50,2080585,-1564748,406548
2468,Fiji,Western,-17.7493989,177.4529413,75,1568208,-1112230,311813
2469,Fiji,Western,-17.7493989,177.4529413,30,30331,-21815,3467
2470,Fiji,Western,-17.7493989,177.4529413,50,14194,-12335,31
2471,Fiji,Western,-17.7493989,177.4529413,75,14109,-12470,0
2472,Fiji,Western,-17.7493989,177.4529413,30,8785039,1527388,1348816
2473,Fiji,Western,-17.7493989,177.4529413,50,6572249,1821303,1098324
2474,Fiji,Western,-17.7493989,177.4529413,75,694592,132253,55512
2475,Fiji,Western,-17.7493989,177.4529413,30,20855279,-14863335,9020252
2476,Fiji,Western,-17.7493989,177.4529413,50,19546014,-13615921,8622088
2477,Fiji,Western,-17.7493989,177.4529413,75,16350393,-10846500,7727790
2478,Fiji,Western,-17.7493989,177.4529413,30,418368,-212555,45098
2479,Fiji,Western,-17.7493989,177.4529413,50,289968,-166769,26566
2480,Fiji,Western,-17.7493989,177.4529413,75,155911,-136617,3421
2481,Fiji,Western,-17.7493989,177.4529413,30,1466077,790529,543913
2482,Fiji,Western,-17.7493989,177.4529413,50,1460326,794801,542680
2483,Fiji,Western,-17.7493989,177.4529413,75,1433461,811381,536831
2484,Fiji,Western,-17.7493989,177.4529413,30,3279095,-924793,1425671
2485,Fiji,Western,-17.7493989,177.4529413,50,1225904,-322937,443998
2486,Fiji,Western,-17.7493989,177.4529413,75,402116,-334002,1577
2487,Finland,Eastern Finland,62.593548,28.9513532,30,15526111,-3143646,4374432
2488,Finland,Eastern Finland,62.593548,28.9513532,50,14752118,-2460098,4139835
2489,Finland,Eastern Finland,62.593548,28.9513532,75,11027165,70264,3121329
2490,Finland,Lapland,67.6922371,26.728139,30,19432214,-15767517,5264324
2491,Finland,Lapland,67.6922371,26.728139,50,12660913,-9298384,3426667
2492,Finland,Lapland,67.6922371,26.728139,75,3190997,-1475976,811482
2493,Finland,Oulu,65.0117869,25.4701983,30,15162755,-8157314,4388372
2494,Finland,Oulu,65.0117869,25.4701983,50,13085016,-6274106,3764788
2495,Finland,Oulu,65.0117869,25.4701983,75,5460737,-912940,1614657
2496,Finland,Southern Finland,60.7373759,25.8143982,30,5469158,-257557,1487533
2497,Finland,Southern Finland,60.7373759,25.8143982,50,5057592,110330,1372930
2498,Finland,Southern Finland,60.7373759,25.8143982,75,3773170,998911,1043024
2499,Finland,Western Finland,61.9354426,23.5791332,30,22249253,-5880827,6112989
2500,Finland,Western Finland,61.9354426,23.5791332,50,20468854,-4292483,5603923
2501,Finland,Western Finland,61.9354426,23.5791332,75,13875999,282428,3835439
2502,France,Auvergne-Rhône-Alpes,45.2968119,4.6604809,30,18583240,-14659792,2713106
2503,France,Auvergne-Rhône-Alpes,45.2968119,4.6604809,50,17225184,-13361344,2501365
2504,France,Auvergne-Rhône-Alpes,45.2968119,4.6604809,75,13862519,-10337447,2005388
2505,France,Bourgogne-Franche-Comté,47.118711,4.9691044,30,14599259,-11322122,1787530
2506,France,Bourgogne-Franche-Comté,47.118711,4.9691044,50,14037505,-10780574,1718071
2507,France,Bourgogne-Franche-Comté,47.118711,4.9691044,75,10916063,-7922899,1340747
2508,France,Bretagne,48.2640845,-2.9202408,30,4257327,-3454157,502681
2509,France,Bretagne,48.2640845,-2.9202408,50,3778878,-2991318,444125
2510,France,Bretagne,48.2640845,-2.9202408,75,2362212,-1696355,272059
2511,France,Centre-Val de Loire,47.5490251,1.7324062,30,8334825,-6832508,967071
2512,France,Centre-Val de Loire,47.5490251,1.7324062,50,7850773,-6367817,907951
2513,France,Centre-Val de Loire,47.5490251,1.7324062,75,5897023,-4596572,675807
2514,France,Corse,42.188098,9.0683139,30,3265803,-2921615,535397
2515,France,Corse,42.188098,9.0683139,50,2812377,-2502874,459747
2516,France,Corse,42.188098,9.0683139,75,2332533,-2086451,376504
2517,France,Grand Est,48.4845157,6.113035,30,16108853,-13126856,1937902
2518,France,Grand Est,48.4845157,6.113035,50,15428441,-12477940,1851749
2519,France,Grand Est,48.4845157,6.113035,75,11670992,-9062661,1400475
2520,France,Hauts-de-France,50.1024606,2.7247515,30,4032597,-3239964,485679
2521,France,Hauts-de-France,50.1024606,2.7247515,50,3739479,-2954450,448385
2522,France,Hauts-de-France,50.1024606,2.7247515,75,2674178,-1990518,314608
2523,France,Normandie,49.0677708,0.3138532,30,4220004,-3595754,488151
2524,France,Normandie,49.0677708,0.3138532,50,3922267,-3303179,451896
2525,France,Normandie,49.0677708,0.3138532,75,2890881,-2326013,324734
2526,France,Nouvelle-Aquitaine,45.4039367,0.3756199,30,24223745,-11342331,2992874
2527,France,Nouvelle-Aquitaine,45.4039367,0.3756199,50,22080819,-9592832,2721535
2528,France,Nouvelle-Aquitaine,45.4039367,0.3756199,75,16812867,-6378077,2045530
2529,France,Occitanie,43.6487851,2.3435684,30,18494567,-15773190,2489034
2530,France,Occitanie,43.6487851,2.3435684,50,16445213,-13861378,2197730
2531,France,Occitanie,43.6487851,2.3435684,75,12997059,-10789810,1724303
2532,France,Pays de la Loire,47.6594864,-0.8186143,30,3930391,-3205711,451941
2533,France,Pays de la Loire,47.6594864,-0.8186143,50,3555423,-2837514,405506
2534,France,Pays de la Loire,47.6594864,-0.8186143,75,2682409,-2024445,294872
2535,France,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,30,8637785,-7364881,1131068
2536,France,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,50,6753582,-5638482,882703
2537,France,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,75,4535695,-3759113,587185
2538,France,Île-de-France,48.6443057,2.7537863,30,2627904,-2388225,300584
2539,France,Île-de-France,48.6443057,2.7537863,50,2452112,-2216810,279652
2540,France,Île-de-France,48.6443057,2.7537863,75,1823758,-1621835,206319
2541,French Guiana,Cayenne,4.9371544,-52.3258736,30,10512890,-9181468,4130960
2542,French Guiana,Cayenne,4.9371544,-52.3258736,50,10479151,-9153619,4123798
2543,French Guiana,Cayenne,4.9371544,-52.3258736,75,10415509,-9104071,4108956
2544,French Guiana,Saint-Laurent-du-Maroni,3.9439622,-53.7357694,30,8843265,-7292249,4031792
2545,French Guiana,Saint-Laurent-du-Maroni,3.9439622,-53.7357694,50,8832280,-7284465,4029586
2546,French Guiana,Saint-Laurent-du-Maroni,3.9439622,-53.7357694,75,8806709,-7267933,4022882
2547,Gabon,Estuaire,0.4302639,9.4655189,30,8113941,-6495703,1920474
2548,Gabon,Estuaire,0.4302639,9.4655189,50,8015181,-6422661,1898805
2549,Gabon,Estuaire,0.4302639,9.4655189,75,7612714,-6257357,1797437
2550,Gabon,Haut-Ogooué,-1.231544,13.8309713,30,9156205,-6735663,2567014
2551,Gabon,Haut-Ogooué,-1.231544,13.8309713,50,8043604,-5702348,2419722
2552,Gabon,Haut-Ogooué,-1.231544,13.8309713,75,6521973,-4557281,2186063
2553,Gabon,Moyen-Ogooué,-0.5003495,10.4991063,30,5350488,-4225316,1688544
2554,Gabon,Moyen-Ogooué,-0.5003495,10.4991063,50,5279055,-4171486,1676684
2555,Gabon,Moyen-Ogooué,-0.5003495,10.4991063,75,4769135,-3871553,1586362
2556,Gabon,Ngounié,-1.5910727,10.978503,30,11335646,-8702453,3658147
2557,Gabon,Ngounié,-1.5910727,10.978503,50,10836221,-8285156,3590875
2558,Gabon,Ngounié,-1.5910727,10.978503,75,10260704,-7952172,3493307
2559,Gabon,Nyanga,-3.0080415,10.9964746,30,7445287,-6338494,1915976
