,country,subnational1,lat,lon,umd_tree_cover_density_2000__threshold,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,umd_tree_cover_extent_2000__ha
8019,Turkey,Karabük,41.1110349,32.6193901,30,662359,-576822,187727
8020,Turkey,Karabük,41.1110349,32.6193901,50,582924,-507097,165844
8021,Turkey,Karabük,41.1110349,32.6193901,75,460037,-399878,134332
8022,Turkey,Karaman,37.1796848,33.3383665,30,42314,-30370,11608
8023,Turkey,Karaman,37.1796848,33.3383665,50,22416,-17656,4670
8024,Turkey,Karaman,37.1796848,33.3383665,75,13319,-11187,2013
8025,Turkey,Kars,40.4558435,42.9979531,30,92965,-88269,25746
8026,Turkey,Kars,40.4558435,42.9979531,50,84392,-80030,20476
8027,Turkey,Kars,40.4558435,42.9979531,75,68375,-64770,13463
8028,Turkey,Kastamonu,41.3680217,33.7619177,30,3141093,-2777782,715754
8029,Turkey,Kastamonu,41.3680217,33.7619177,50,2804032,-2466163,630744
8030,Turkey,Kastamonu,41.3680217,33.7619177,75,2226954,-1966894,502710
8031,Turkey,Kayseri,38.7219011,35.4873214,30,13992,-11667,4526
8032,Turkey,Kayseri,38.7219011,35.4873214,50,9228,-7597,2422
8033,Turkey,Kayseri,38.7219011,35.4873214,75,5504,-4807,906
8034,Turkey,Kilis,36.7797231,37.1416892,30,488,-477,49
8035,Turkey,Kilis,36.7797231,37.1416892,50,354,-350,13
8036,Turkey,Kilis,36.7797231,37.1416892,75,316,-313,2
8037,Turkey,Kinkkale,,,30,3266,-2786,1348
8038,Turkey,Kinkkale,,,50,2162,-1820,649
8039,Turkey,Kinkkale,,,75,1297,-1122,146
8040,Turkey,Kirklareli,41.7078046,27.6051334,30,872927,-707398,191864
8041,Turkey,Kirklareli,41.7078046,27.6051334,50,821712,-659349,180583
8042,Turkey,Kirklareli,41.7078046,27.6051334,75,722342,-569016,158955
8043,Turkey,Kirsehir,39.3303066,34.1265884,30,3610,-608,2295
8044,Turkey,Kirsehir,39.3303066,34.1265884,50,2208,285,1225
8045,Turkey,Kirsehir,39.3303066,34.1265884,75,1111,-230,324
8046,Turkey,Kocaeli,40.8216536,29.9507184,30,737430,-537203,170059
8047,Turkey,Kocaeli,40.8216536,29.9507184,50,678799,-488106,157362
8048,Turkey,Kocaeli,40.8216536,29.9507184,75,569724,-404666,133006
8049,Turkey,Konya,37.872734,32.4924376,30,153035,-128761,47603
8050,Turkey,Konya,37.872734,32.4924376,50,118267,-99018,31069
8051,Turkey,Konya,37.872734,32.4924376,75,74016,-61869,15618
8052,Turkey,Kütahya,39.2522508,29.4937732,30,1528291,-1170117,278467
8053,Turkey,Kütahya,39.2522508,29.4937732,50,1287431,-973271,216649
8054,Turkey,Kütahya,39.2522508,29.4937732,75,924749,-690561,148533
8055,Turkey,Malatya,38.3487153,38.3190674,30,9993,-6446,3704
8056,Turkey,Malatya,38.3487153,38.3190674,50,7049,-4273,2148
8057,Turkey,Malatya,38.3487153,38.3190674,75,4529,-3274,728
8058,Turkey,Manisa,38.8574402,28.0565711,30,744205,-243724,161646
8059,Turkey,Manisa,38.8574402,28.0565711,50,569257,-161302,115594
8060,Turkey,Manisa,38.8574402,28.0565711,75,344332,-101070,64782
8061,Turkey,Mardin,37.3611355,40.8959403,30,4770,-2254,1519
8062,Turkey,Mardin,37.3611355,40.8959403,50,3483,-1192,1090
8063,Turkey,Mardin,37.3611355,40.8959403,75,2295,-530,673
8064,Turkey,Mersin,36.7978381,34.6298391,30,405485,-141735,94504
8065,Turkey,Mersin,36.7978381,34.6298391,50,250501,-87436,50213
8066,Turkey,Mersin,36.7978381,34.6298391,75,141465,-65227,22440
8067,Turkey,Mugla,37.1642053,28.2624288,30,2364406,-1534783,390053
8068,Turkey,Mugla,37.1642053,28.2624288,50,1511547,-892432,237292
8069,Turkey,Mugla,37.1642053,28.2624288,75,693716,-358042,104646
8070,Turkey,Mus,38.9740786,41.9590433,30,8548,-8114,5492
8071,Turkey,Mus,38.9740786,41.9590433,50,6666,-6305,3992
8072,Turkey,Mus,38.9740786,41.9590433,75,3943,-3788,1822
8073,Turkey,Nevsehir,38.7235072,34.7194168,30,355,-139,243
8074,Turkey,Nevsehir,38.7235072,34.7194168,50,199,-34,111
8075,Turkey,Nevsehir,38.7235072,34.7194168,75,96,-72,17
8076,Turkey,Nigde,38.0664691,34.7051438,30,11430,-10015,4170
8077,Turkey,Nigde,38.0664691,34.7051438,50,7586,-6760,2352
8078,Turkey,Nigde,38.0664691,34.7051438,75,4286,-3965,968
8079,Turkey,Ordu,40.8292569,37.4082764,30,689357,-638346,368071
8080,Turkey,Ordu,40.8292569,37.4082764,50,634323,-586828,337072
8081,Turkey,Ordu,40.8292569,37.4082764,75,445126,-408195,231612
8082,Turkey,Osmaniye,37.2517882,36.2993502,30,255234,-129029,61470
8083,Turkey,Osmaniye,37.2517882,36.2993502,50,209570,-102532,49590
8084,Turkey,Osmaniye,37.2517882,36.2993502,75,133882,-66489,31910
8085,Turkey,Rize,40.9569617,40.884428,30,490610,-459141,224968
8086,Turkey,Rize,40.9569617,40.884428,50,476981,-445834,216930
8087,Turkey,Rize,40.9569617,40.884428,75,403862,-375228,178832
8088,Turkey,Sakarya,40.7731834,30.481606,30,807068,-661335,249093
8089,Turkey,Sakarya,40.7731834,30.481606,50,730287,-597734,229585
8090,Turkey,Sakarya,40.7731834,30.481606,75,616300,-506876,197217
8091,Turkey,Samsun,41.2303557,35.9683338,30,828228,-728111,356117
8092,Turkey,Samsun,41.2303557,35.9683338,50,728742,-639538,315485
8093,Turkey,Samsun,41.2303557,35.9683338,75,521173,-452990,226204
8094,Turkey,Sanliurfa,37.1596239,38.791929,30,10953,-9584,3348
8095,Turkey,Sanliurfa,37.1596239,38.791929,50,8516,-7304,2593
8096,Turkey,Sanliurfa,37.1596239,38.791929,75,5214,-4284,1547
8097,Turkey,Siirt,37.8646916,42.0510294,30,12138,-10447,3873
8098,Turkey,Siirt,37.8646916,42.0510294,50,7661,-6341,1740
8099,Turkey,Siirt,37.8646916,42.0510294,75,5882,-5082,703
8100,Turkey,Sinop,41.6476377,34.9560137,30,933667,-746011,266416
8101,Turkey,Sinop,41.6476377,34.9560137,50,816866,-645641,232861
8102,Turkey,Sinop,41.6476377,34.9560137,75,619013,-493110,179630
8103,Turkey,Sirnak,37.455253,42.5212049,30,19187,-18037,6646
8104,Turkey,Sirnak,37.455253,42.5212049,50,11971,-11412,2170
8105,Turkey,Sirnak,37.455253,42.5212049,75,9881,-9703,634
8106,Turkey,Sivas,39.4191717,37.1012388,30,248613,-205506,69342
8107,Turkey,Sivas,39.4191717,37.1012388,50,199940,-163170,48181
8108,Turkey,Sivas,39.4191717,37.1012388,75,130702,-107561,25292
8109,Turkey,Tekirdag,41.0731403,27.4102013,30,360268,-263930,84318
8110,Turkey,Tekirdag,41.0731403,27.4102013,50,325069,-232132,76074
8111,Turkey,Tekirdag,41.0731403,27.4102013,75,267165,-182989,62462
8112,Turkey,Tokat,40.3891816,36.6315075,30,366561,-321303,216239
8113,Turkey,Tokat,40.3891816,36.6315075,50,306538,-267815,180727
8114,Turkey,Tokat,40.3891816,36.6315075,75,196104,-170830,120639
8115,Turkey,Trabzon,41.0054605,39.7301463,30,710914,-664379,271606
8116,Turkey,Trabzon,41.0054605,39.7301463,50,663306,-617544,249290
8117,Turkey,Trabzon,41.0054605,39.7301463,75,499619,-458319,177350
8118,Turkey,Tunceli,39.2197553,39.4139674,30,62648,-59544,48618
8119,Turkey,Tunceli,39.2197553,39.4139674,50,49854,-47059,38581
8120,Turkey,Tunceli,39.2197553,39.4139674,75,32229,-30123,24354
8121,Turkey,Usak,38.5768902,29.3729779,30,176070,-116318,30315
8122,Turkey,Usak,38.5768902,29.3729779,50,145273,-102238,21390
8123,Turkey,Usak,38.5768902,29.3729779,75,102135,-76482,13332
8124,Turkey,Van,38.3249599,43.6589825,30,1919,-1573,1512
8125,Turkey,Van,38.3249599,43.6589825,50,1496,-1215,1028
8126,Turkey,Van,38.3249599,43.6589825,75,1011,-860,449
8127,Turkey,Yalova,40.5928976,29.0776117,30,194154,-133774,40070
8128,Turkey,Yalova,40.5928976,29.0776117,50,184630,-127340,38222
8129,Turkey,Yalova,40.5928976,29.0776117,75,167949,-117911,35046
8130,Turkey,Yozgat,39.7152422,35.170998,30,293784,-201650,75081
8131,Turkey,Yozgat,39.7152422,35.170998,50,249450,-166928,56523
8132,Turkey,Yozgat,39.7152422,35.170998,75,180396,-118027,35671
8133,Turkey,Zinguldak,,,30,603746,-562345,178918
8134,Turkey,Zinguldak,,,50,547948,-508356,164596
8135,Turkey,Zinguldak,,,75,433133,-399894,134284
8136,Turkey,Çanakkale,40.0549886,26.9278292,30,1778100,-1295506,327750
8137,Turkey,Çanakkale,40.0549886,26.9278292,50,1456768,-1047801,267141
8138,Turkey,Çanakkale,40.0549886,26.9278292,75,959507,-700367,179078
8139,Turkey,Çankiri,40.6667691,33.4526069,30,544737,-480465,104591
8140,Turkey,Çankiri,40.6667691,33.4526069,50,472921,-414032,81920
8141,Turkey,Çankiri,40.6667691,33.4526069,75,381259,-333661,60171
8142,Turkey,Çorum,40.5698389,34.7269292,30,641900,-553311,137297
8143,Turkey,Çorum,40.5698389,34.7269292,50,528963,-453336,99093
8144,Turkey,Çorum,40.5698389,34.7269292,75,390624,-336822,64152
8145,Turkmenistan,Ahal,38.8395548,58.8610186,30,2350,-1507,1303
8146,Turkmenistan,Ahal,38.8395548,58.8610186,50,536,-502,242
8147,Turkmenistan,Ahal,38.8395548,58.8610186,75,231,-224,22
8148,Turkmenistan,Ashgabat,37.9404648,58.3823487,30,138,-135,3
8149,Turkmenistan,Ashgabat,37.9404648,58.3823487,50,129,-128,0
8150,Turkmenistan,Ashgabat,37.9404648,58.3823487,75,128,-128,0
8151,Turkmenistan,Balkan,39.9353714,54.9120055,30,5112,-4450,2000
8152,Turkmenistan,Balkan,39.9353714,54.9120055,50,2074,-1629,883
8153,Turkmenistan,Balkan,39.9353714,54.9120055,75,568,-360,358
8154,Turkmenistan,Dashoguz,41.83358,59.9590079,30,381,-297,868
8155,Turkmenistan,Dashoguz,41.83358,59.9590079,50,237,-181,542
8156,Turkmenistan,Dashoguz,41.83358,59.9590079,75,92,-55,207
8157,Turkmenistan,Lebap,39.0810365,62.8538632,30,4047,-934,5386
8158,Turkmenistan,Lebap,39.0810365,62.8538632,50,2343,428,3834
8159,Turkmenistan,Lebap,39.0810365,62.8538632,75,1116,950,1819
8160,Turkmenistan,Mary,37.5940358,61.8397935,30,821,-379,618
8161,Turkmenistan,Mary,37.5940358,61.8397935,50,503,-164,349
8162,Turkmenistan,Mary,37.5940358,61.8397935,75,175,59,102
8163,Uganda,Adjumani,3.2371281,31.7858246,30,651652,-312479,167002
8164,Uganda,Adjumani,3.2371281,31.7858246,50,430119,-115411,94139
8165,Uganda,Adjumani,3.2371281,31.7858246,75,16954,-1274,1427
8166,Uganda,Apac,1.9337258,32.5018028,30,945881,-789786,126903
8167,Uganda,Apac,1.9337258,32.5018028,50,131639,-55024,16696
8168,Uganda,Apac,1.9337258,32.5018028,75,15859,-703,1028
8169,Uganda,Arua,3.0014096,31.0093527,30,502392,-303240,111471
8170,Uganda,Arua,3.0014096,31.0093527,50,166348,-24580,31350
8171,Uganda,Arua,3.0014096,31.0093527,75,9673,28534,1281
8172,Uganda,Bugiri,0.520721,33.7750698,30,237164,-133603,34712
8173,Uganda,Bugiri,0.520721,33.7750698,50,54531,27464,8207
8174,Uganda,Bugiri,0.520721,33.7750698,75,28012,40262,3136
8175,Uganda,Bundibugyo,0.6605936,30.0431008,30,379641,-247257,101722
8176,Uganda,Bundibugyo,0.6605936,30.0431008,50,325108,-203838,82803
8177,Uganda,Bundibugyo,0.6605936,30.0431008,75,146048,-59771,41360
8178,Uganda,Bushenyi,-0.4818132,30.1686851,30,1087994,-646404,250139
8179,Uganda,Bushenyi,-0.4818132,30.1686851,50,483097,-206224,127228
8180,Uganda,Bushenyi,-0.4818132,30.1686851,75,215598,-58616,74096
8181,Uganda,Busia,0.3917103,34.0160135,30,134059,-108486,22037
8182,Uganda,Busia,0.3917103,34.0160135,50,26349,-15270,4744
8183,Uganda,Busia,0.3917103,34.0160135,75,9655,-6008,204
8184,Uganda,Busia,0.3917103,34.0160135,30,123828,-87197,15967
8185,Uganda,Busia,0.3917103,34.0160135,50,35596,-10527,3876
8186,Uganda,Busia,0.3917103,34.0160135,75,11058,1335,586
8187,Uganda,Gulu,3.0346583,32.3802374,30,3277524,-2620295,621888
8188,Uganda,Gulu,3.0346583,32.3802374,50,1325992,-802410,217852
8189,Uganda,Gulu,3.0346583,32.3802374,75,36042,49358,3525
8190,Uganda,Hoima,1.5661927,31.1480968,30,1156137,-288585,256296
8191,Uganda,Hoima,1.5661927,31.1480968,50,544717,179471,131762
8192,Uganda,Hoima,1.5661927,31.1480968,75,148895,322699,63654
8193,Uganda,Iganga,0.7221911,33.5016935,30,611890,-575248,82469
8194,Uganda,Iganga,0.7221911,33.5016935,50,95960,-82333,11297
8195,Uganda,Iganga,0.7221911,33.5016935,75,15632,-9675,108
8196,Uganda,Jinja,0.5751567,33.2805299,30,213679,-144818,26012
8197,Uganda,Jinja,0.5751567,33.2805299,50,40635,-7621,2520
8198,Uganda,Jinja,0.5751567,33.2805299,75,24963,-2446,389
8199,Uganda,Kabale,-1.3359667,30.036886,30,219166,-67102,45045
8200,Uganda,Kabale,-1.3359667,30.036886,50,99680,-2216,17859
8201,Uganda,Kabale,-1.3359667,30.036886,75,70220,-2517,9466
8202,Uganda,Kabarole,0.6212492,30.3525447,30,912732,-547176,160556
8203,Uganda,Kabarole,0.6212492,30.3525447,50,558724,-247039,99905
8204,Uganda,Kabarole,0.6212492,30.3525447,75,215914,-48340,40588
8205,Uganda,Kaberamaido,1.6879675,33.1174888,30,145995,-112697,23810
8206,Uganda,Kaberamaido,1.6879675,33.1174888,50,25514,-9203,3606
8207,Uganda,Kaberamaido,1.6879675,33.1174888,75,1470,1480,166
8208,Uganda,Kalangala,-0.6141908,32.375565,30,66591,75254,39388
8209,Uganda,Kalangala,-0.6141908,32.375565,50,60072,80349,35450
8210,Uganda,Kalangala,-0.6141908,32.375565,75,41303,83643,25545
8211,Uganda,Kampala,0.3177137,32.5813539,30,15176,-9205,1933
8212,Uganda,Kampala,0.3177137,32.5813539,50,4851,-1921,593
8213,Uganda,Kampala,0.3177137,32.5813539,75,636,29,22
8214,Uganda,Kamuli,0.9422475,33.1263004,30,1091641,-929224,147316
8215,Uganda,Kamuli,0.9422475,33.1263004,50,240105,-153929,30687
8216,Uganda,Kamuli,0.9422475,33.1263004,75,29325,-3336,1989
8217,Uganda,Kamwenge,0.3373317,30.6150555,30,1154499,-940705,167518
8218,Uganda,Kamwenge,0.3373317,30.6150555,50,452984,-302693,72925
8219,Uganda,Kamwenge,0.3373317,30.6150555,75,107203,-48486,24551
8220,Uganda,Kanungu,-0.7063914,29.7142907,30,372075,-154524,87504
8221,Uganda,Kanungu,-0.7063914,29.7142907,50,187580,-36549,46677
8222,Uganda,Kanungu,-0.7063914,29.7142907,75,75403,4721,21072
8223,Uganda,Kapchorwa,1.3310607,34.3961656,30,169923,-121043,64938
8224,Uganda,Kapchorwa,1.3310607,34.3961656,50,114164,-70289,49034
8225,Uganda,Kapchorwa,1.3310607,34.3961656,75,62278,-24996,33762
8226,Uganda,Kasese,0.1310412,30.0047968,30,775185,-547621,162357
8227,Uganda,Kasese,0.1310412,30.0047968,50,448304,-251961,103977
8228,Uganda,Kasese,0.1310412,30.0047968,75,142362,-15899,42386
8229,Uganda,Katakwi,1.9733286,34.0573389,30,15860,-14945,7619
8230,Uganda,Katakwi,1.9733286,34.0573389,50,7307,-6988,3310
8231,Uganda,Katakwi,1.9733286,34.0573389,75,1280,-1219,271
8232,Uganda,Kayunga,0.9924074,32.8592384,30,816060,-510813,108577
8233,Uganda,Kayunga,0.9924074,32.8592384,50,257042,-73633,33468
8234,Uganda,Kayunga,0.9924074,32.8592384,75,20047,13788,2001
8235,Uganda,Kibale,0.616667,30.266667,30,2556402,-285732,394768
8236,Uganda,Kibale,0.616667,30.266667,50,1774910,390672,278595
8237,Uganda,Kibale,0.616667,30.266667,75,414944,1152476,99896
8238,Uganda,Kiboga,0.8592559,31.9283489,30,2220755,-911212,284028
8239,Uganda,Kiboga,0.8592559,31.9283489,50,835907,35505,103094
8240,Uganda,Kiboga,0.8592559,31.9283489,75,118676,241857,12669
8241,Uganda,Kisoro,-1.1989612,29.6716975,30,169229,-111331,46304
8242,Uganda,Kisoro,-1.1989612,29.6716975,50,82751,-39285,25503
8243,Uganda,Kisoro,-1.1989612,29.6716975,75,31120,-12439,11818
8244,Uganda,Kitgum,3.4438845,33.4841172,30,502055,-481819,211547
8245,Uganda,Kitgum,3.4438845,33.4841172,50,100658,-93191,36147
8246,Uganda,Kitgum,3.4438845,33.4841172,75,14664,-13003,3303
8247,Uganda,Kotido,2.9951839,34.0342128,30,146519,-136426,45696
8248,Uganda,Kotido,2.9951839,34.0342128,50,28676,-22198,8093
8249,Uganda,Kotido,2.9951839,34.0342128,75,4741,-2252,452
8250,Uganda,Kumi,1.4565401,33.9219127,30,49750,-40318,18123
8251,Uganda,Kumi,1.4565401,33.9219127,50,16765,-12955,6013
8252,Uganda,Kumi,1.4565401,33.9219127,75,2295,-1290,364
8253,Uganda,Kyenjojo,0.6440978,30.6565118,30,2795636,-964889,368038
8254,Uganda,Kyenjojo,0.6440978,30.6565118,50,1761554,-125915,232901
8255,Uganda,Kyenjojo,0.6440978,30.6565118,75,292313,462974,52641
8256,Uganda,Lake Albert,1.7560925,31.0342777,30,756,-666,658
8257,Uganda,Lake Albert,1.7560925,31.0342777,50,589,-511,276
8258,Uganda,Lake Albert,1.7560925,31.0342777,75,174,-160,14
8259,Uganda,Lake Victoria,0.2610852,32.6448845,30,41245,-33772,6962
8260,Uganda,Lake Victoria,0.2610852,32.6448845,50,21031,-14357,3699
8261,Uganda,Lake Victoria,0.2610852,32.6448845,75,3888,-1191,682
8262,Uganda,Lira,2.3320326,32.9501481,30,286621,-210925,49378
8263,Uganda,Lira,2.3320326,32.9501481,50,95432,-55921,10414
8264,Uganda,Lira,2.3320326,32.9501481,75,31352,-12958,1198
8265,Uganda,Luwero,0.4779014,33.8055239,30,3112784,-981431,380830
8266,Uganda,Luwero,0.4779014,33.8055239,50,1542633,-13669,182596
8267,Uganda,Luwero,0.4779014,33.8055239,75,89601,155631,9804
8268,Uganda,Masaka,-0.483142,31.8318895,30,840462,-427756,101510
8269,Uganda,Masaka,-0.483142,31.8318895,50,257752,19497,22725
8270,Uganda,Masaka,-0.483142,31.8318895,75,113810,28854,3967
8271,Uganda,Masindi,1.6917534,31.7737524,30,3555061,-2675875,512143
8272,Uganda,Masindi,1.6917534,31.7737524,50,1434464,-1123485,221559
8273,Uganda,Masindi,1.6917534,31.7737524,75,210350,-131254,52268
8274,Uganda,Mayuge,-0.2058293,33.5894376,30,310339,-117726,44595
8275,Uganda,Mayuge,-0.2058293,33.5894376,50,99418,54103,12610
8276,Uganda,Mayuge,-0.2058293,33.5894376,75,54687,66205,5030
8277,Uganda,Mbale,0.9765706,34.2021869,30,215795,-118059,61965
8278,Uganda,Mbale,0.9765706,34.2021869,50,91669,-2267,33242
8279,Uganda,Mbale,0.9765706,34.2021869,75,52695,29257,22774
8280,Uganda,Mbarara,-0.4180848,30.5737374,30,2144659,-1248196,310400
8281,Uganda,Mbarara,-0.4180848,30.5737374,50,442419,69138,64464
8282,Uganda,Mbarara,-0.4180848,30.5737374,75,71925,39101,5737
8283,Uganda,Moroto,2.6156454,34.6399817,30,33250,-16800,12742
8284,Uganda,Moroto,2.6156454,34.6399817,50,16764,-1535,6879
8285,Uganda,Moroto,2.6156454,34.6399817,75,7808,4033,3553
8286,Uganda,Moyo,3.6664665,31.7579511,30,148754,-132862,71369
8287,Uganda,Moyo,3.6664665,31.7579511,50,32227,-27024,12378
8288,Uganda,Moyo,3.6664665,31.7579511,75,8074,-7593,43
8289,Uganda,Mpigi,0.1273955,32.2527517,30,1591601,-434639,206144
8290,Uganda,Mpigi,0.1273955,32.2527517,50,594610,291959,75445
8291,Uganda,Mpigi,0.1273955,32.2527517,75,133979,315540,18462
8292,Uganda,Mubende,0.5154279,31.4095476,30,4026081,-1863053,520705
8293,Uganda,Mubende,0.5154279,31.4095476,50,1944101,-198404,241900
8294,Uganda,Mubende,0.5154279,31.4095476,75,297007,444566,30379
8295,Uganda,Mukono,-0.0523245,32.7262557,30,1875324,-530885,280465
8296,Uganda,Mukono,-0.0523245,32.7262557,50,1028736,134912,167707
8297,Uganda,Mukono,-0.0523245,32.7262557,75,272589,422879,67528
8298,Uganda,Nakapiripirit,1.8489913,34.6425478,30,52496,-14285,21133
8299,Uganda,Nakapiripirit,1.8489913,34.6425478,50,25029,5405,12021
8300,Uganda,Nakapiripirit,1.8489913,34.6425478,75,14665,10156,8319
8301,Uganda,Nakasongola,1.3204358,32.4894347,30,875495,-98868,99849
8302,Uganda,Nakasongola,1.3204358,32.4894347,50,320830,66618,34757
8303,Uganda,Nakasongola,1.3204358,32.4894347,75,30805,28513,2184
8304,Uganda,Nebbi,2.4329406,31.1619888,30,193719,-52940,51372
8305,Uganda,Nebbi,2.4329406,31.1619888,50,43544,57750,11291
8306,Uganda,Nebbi,2.4329406,31.1619888,75,14455,37908,1432
8307,Uganda,Ntungamo,-0.955093,30.3023928,30,167790,-67588,32821
8308,Uganda,Ntungamo,-0.955093,30.3023928,50,51945,7476,5473
8309,Uganda,Ntungamo,-0.955093,30.3023928,75,28887,-1875,242
8310,Uganda,Pader,2.8876024,32.8962856,30,285556,-269169,142372
8311,Uganda,Pader,2.8876024,32.8962856,50,23471,-20711,10725
8312,Uganda,Pader,2.8876024,32.8962856,75,2498,-2399,22
8313,Uganda,Pallisa,1.2200724,33.691487,30,188379,-175589,26490
8314,Uganda,Pallisa,1.2200724,33.691487,50,72567,-62376,9835
8315,Uganda,Pallisa,1.2200724,33.691487,75,5023,58,380
8316,Uganda,Rakai,-0.7264163,31.3400835,30,967298,-608355,129016
8317,Uganda,Rakai,-0.7264163,31.3400835,50,230645,-53255,32142
8318,Uganda,Rakai,-0.7264163,31.3400835,75,63183,-2368,288
8319,Uganda,Rukungiri,-0.697403,29.8917364,30,356906,-190839,84681
8320,Uganda,Rukungiri,-0.697403,29.8917364,50,171449,-64111,41320
8321,Uganda,Rukungiri,-0.697403,29.8917364,75,76941,-17176,18962
8322,Uganda,Sembabule,-0.0536792,31.4101459,30,781028,-401175,99489
8323,Uganda,Sembabule,-0.0536792,31.4101459,50,181960,20845,22780
8324,Uganda,Sembabule,-0.0536792,31.4101459,75,11555,3701,305
8325,Uganda,Sironko,1.1885536,34.2950674,30,229768,-205342,62591
8326,Uganda,Sironko,1.1885536,34.2950674,50,100050,-78466,31996
8327,Uganda,Sironko,1.1885536,34.2950674,75,39387,-23387,15307
8328,Uganda,Soroti,1.787906,33.5007314,30,171451,-147952,25734
8329,Uganda,Soroti,1.787906,33.5007314,50,40585,-29129,5510
8330,Uganda,Soroti,1.787906,33.5007314,75,4627,-1504,315
8331,Uganda,Tororo,0.7407422,34.1026862,30,220844,-200232,29259
8332,Uganda,Tororo,0.7407422,34.1026862,50,93544,-78673,12023
8333,Uganda,Tororo,0.7407422,34.1026862,75,7505,781,344
8334,Uganda,Wakiso,0.3760928,32.4561265,30,1034815,-457327,129704
8335,Uganda,Wakiso,0.3760928,32.4561265,50,444980,-1048,52023
8336,Uganda,Wakiso,0.3760928,32.4561265,75,66388,89874,5180
8337,Uganda,Yumbe,3.4914106,31.2859149,30,205387,-116974,90927
8338,Uganda,Yumbe,3.4914106,31.2859149,50,47076,-6474,16873
8339,Uganda,Yumbe,3.4914106,31.2859149,75,7020,-855,255
8340,Ukraine,Cherkasy,49.1460165,31.2271744,30,3133108,-2557900,404531
8341,Ukraine,Cherkasy,49.1460165,31.2271744,50,2742910,-2181887,352634
8342,Ukraine,Cherkasy,49.1460165,31.2271744,75,2029293,-1586769,255032
8343,Ukraine,Chernihiv,51.272593,31.7417235,30,6522843,-4851647,846991
8344,Ukraine,Chernihiv,51.272593,31.7417235,50,5787815,-4147444,739643
8345,Ukraine,Chernihiv,51.272593,31.7417235,75,3685092,-2555320,443563
8346,Ukraine,Chernivtsi,48.3810791,26.1081673,30,2349317,-1459559,281825
8347,Ukraine,Chernivtsi,48.3810791,26.1081673,50,2216620,-1329717,262913
8348,Ukraine,Chernivtsi,48.3810791,26.1081673,75,1958401,-1095838,231416
8349,Ukraine,Crimea,45.2835044,34.2008188,30,2246987,-2226644,269528
8350,Ukraine,Crimea,45.2835044,34.2008188,50,2070450,-2052127,245841
8351,Ukraine,Crimea,45.2835044,34.2008188,75,1691597,-1679261,197601
8352,Ukraine,Dnipropetrovsk,48.662589,34.9501715,30,1491411,-1437937,190034
8353,Ukraine,Dnipropetrovsk,48.662589,34.9501715,50,954991,-911027,119174
8354,Ukraine,Dnipropetrovsk,48.662589,34.9501715,75,484665,-461010,54478
8355,Ukraine,Donetsk,48.0158753,37.8013407,30,1358839,-1139723,170539
8356,Ukraine,Donetsk,48.0158753,37.8013407,50,930614,-746289,114397
8357,Ukraine,Donetsk,48.0158753,37.8013407,75,556654,-458408,63440
8358,Ukraine,Ivano-Frankivsk,48.7481718,24.5207477,30,6217480,-4845756,670414
8359,Ukraine,Ivano-Frankivsk,48.7481718,24.5207477,50,5958645,-4590431,639659
8360,Ukraine,Ivano-Frankivsk,48.7481718,24.5207477,75,5341255,-4002545,573018
8361,Ukraine,Kharkiv,49.9923181,36.2310146,30,3760650,-3103606,473113
8362,Ukraine,Kharkiv,49.9923181,36.2310146,50,3076789,-2474464,385641
8363,Ukraine,Kharkiv,49.9923181,36.2310146,75,2045834,-1653765,248237
8364,Ukraine,Kherson,46.6401295,32.6143922,30,674717,-469131,88648
8365,Ukraine,Kherson,46.6401295,32.6143922,50,483927,-344804,62121
8366,Ukraine,Kherson,46.6401295,32.6143922,75,217365,-161184,26381
8367,Ukraine,Khmelnytskyi,49.268624,27.0635998,30,2674622,-2140376,331410
8368,Ukraine,Khmelnytskyi,49.268624,27.0635998,50,2379008,-1851354,294209
8369,Ukraine,Khmelnytskyi,49.268624,27.0635998,75,1984035,-1497935,243333
8370,Ukraine,Kiev,50.4500336,30.5241361,30,5647187,-3572151,745408
8371,Ukraine,Kiev,50.4500336,30.5241361,50,4923916,-2909014,643314
8372,Ukraine,Kiev,50.4500336,30.5241361,75,3393335,-1996071,426257
8373,Ukraine,Kiev City,50.4592515,30.4906119,30,259139,-213010,32990
8374,Ukraine,Kiev City,50.4592515,30.4906119,50,228363,-183896,28899
8375,Ukraine,Kiev City,50.4592515,30.4906119,75,160647,-130221,19820
8376,Ukraine,Kirovohrad,48.1916774,31.6902953,30,1671939,-1549943,210868
8377,Ukraine,Kirovohrad,48.1916774,31.6902953,50,1328797,-1208909,167223
8378,Ukraine,Kirovohrad,48.1916774,31.6902953,75,962771,-852984,118663
8379,Ukraine,Lviv,49.841952,24.0315921,30,6846218,-5272664,743097
8380,Ukraine,Lviv,49.841952,24.0315921,50,6434660,-4869952,694378
8381,Ukraine,Lviv,49.841952,24.0315921,75,5157731,-3732733,552507
8382,Ukraine,Luhansk,49.2724587,38.9150477,30,1901141,-1401584,241080
8383,Ukraine,Luhansk,49.2724587,38.9150477,50,1412345,-991201,175535
8384,Ukraine,Luhansk,49.2724587,38.9150477,75,776530,-531707,88171
8385,Ukraine,Mykolayiv,46.9382954,32.0621661,30,649975,-626933,84967
