id,name,emission,lat_source,lon_source,region,new_forest,new_area_radius
447988,As Pontes power station,779310.0,43.441,-7.863,Galicia,3262823.7298724726,101.91118928230983
449612,Sabón 3 power station,268361.0,43.329,-8.503,Galicia,1123576.803803758,59.803478539088474
